run_id,final_potential,optimal_potential,convergence_gap,training_time,num_episodes,final_trajectory_length,config_num_agents,config_state_dim,config_action_dim,config_history_len,config_episode_len,config_gamma,config_batch_size,config_use_episodic_freeze,config_use_baseline,config_learning_rate,config_init_states_tuple,config_seed,config_experiment_name,config_check_nash_equilibrium,agent_0_final_loss,agent_0_final_return,agent_1_final_loss,agent_1_final_return,agent_2_final_loss,agent_2_final_return
sweep_seed_1000209882,615.7245483398438,708.6050415039062,92.8804931640625,218.1121859550476,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 1, 1)",1000209882,NE_convergence_experiment,False,-1.9649608135223389,607.6507568359375,-19.565452575683594,469.0652160644531,-1.9580559730529785,468.5459289550781
sweep_seed_1004931000,423.96319580078125,709.6050415039062,285.641845703125,235.7251181602478,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 2, 0)",1004931000,NE_convergence_experiment,False,-18.52488136291504,138.6461639404297,-22.370206832885742,137.09507751464844,-9.367566108703613,141.0509490966797
sweep_seed_1005621892,616.7245483398438,711.6050415039062,94.8804931640625,210.4735963344574,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 2, 1)",1005621892,NE_convergence_experiment,False,-16.068859100341797,599.8888549804688,-13.29758071899414,459.6632385253906,-27.943954467773438,460.4356689453125
sweep_seed_1008361208,614.7245483398438,709.6050415039062,94.8804931640625,217.72667527198792,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 1, 2)",1008361208,NE_convergence_experiment,False,-15.651013374328613,601.6494750976562,-30.47873878479004,464.9285888671875,1.0057176351547241,462.22235107421875
sweep_seed_1021631786,424.96319580078125,710.6050415039062,285.641845703125,232.62820649147034,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 2)",1021631786,NE_convergence_experiment,False,-17.39349937438965,138.4051055908203,-12.947311401367188,140.59339904785156,-5.924551963806152,140.73974609375
sweep_seed_1024230284,424.96319580078125,710.6050415039062,285.641845703125,227.5289900302887,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 2)",1024230284,NE_convergence_experiment,False,-7.544270038604736,140.6888885498047,-8.019693374633789,141.42739868164062,-10.529402732849121,138.5786590576172
sweep_seed_1025451466,616.7245483398438,709.6050415039062,92.8804931640625,214.50398969650269,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 1, 1)",1025451466,NE_convergence_experiment,False,-16.20261001586914,601.7930908203125,-7.337243556976318,462.81256103515625,-23.456310272216797,462.9864807128906
sweep_seed_1027387792,616.7245483398438,709.6050415039062,92.8804931640625,237.66187644004822,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 1, 1)",1027387792,NE_convergence_experiment,False,2.6263296604156494e-07,589.908447265625,-32.98048782348633,451.6322021484375,-49.40411376953125,452.7829895019531
sweep_seed_1028761441,424.96319580078125,710.6050415039062,285.641845703125,233.86709117889404,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 0, 0)",1028761441,NE_convergence_experiment,False,-9.0818452835083,141.41421508789062,-0.4694035053253174,142.73516845703125,0.6935407519340515,143.85250854492188
sweep_seed_1031410876,424.96319580078125,710.6050415039062,285.641845703125,248.30921983718872,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 2)",1031410876,NE_convergence_experiment,False,-0.7870495915412903,142.06459045410156,-10.954499244689941,139.50941467285156,-3.0161917209625244,140.9230194091797
sweep_seed_1031633243,424.96319580078125,710.6050415039062,285.641845703125,222.33511686325073,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 2)",1031633243,NE_convergence_experiment,False,-24.15035057067871,139.34738159179688,8.811670303344727,144.27040100097656,1.418251395225525,141.31472778320312
sweep_seed_1034520111,616.7245483398438,711.6050415039062,94.8804931640625,208.06285953521729,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 1, 2)",1034520111,NE_convergence_experiment,False,-17.01027488708496,608.87451171875,-8.231502532958984,468.0251770019531,-8.76488971710205,467.7833251953125
sweep_seed_1035841614,614.7245483398438,709.6050415039062,94.8804931640625,218.4621205329895,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 2, 1)",1035841614,NE_convergence_experiment,False,-26.236026763916016,600.5004272460938,-31.275516510009766,463.990966796875,3.5669654607772827e-07,461.27728271484375
sweep_seed_1036085378,617.7245483398438,712.6050415039062,94.8804931640625,228.57653880119324,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 1, 0)",1036085378,NE_convergence_experiment,False,7.939524948596954e-07,607.0084228515625,-7.587700843811035,465.1734924316406,-22.034000396728516,467.9576416015625
sweep_seed_1044471795,422.96319580078125,710.6050415039062,287.641845703125,232.50465655326843,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 1, 0)",1044471795,NE_convergence_experiment,False,-5.55681848526001,139.74954223632812,-4.186092853546143,139.71893310546875,-20.83802032470703,139.25796508789062
sweep_seed_1047209416,424.96319580078125,710.6050415039062,285.641845703125,247.49583625793457,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 2, 0)",1047209416,NE_convergence_experiment,False,-3.3443241119384766,141.02947998046875,-6.147191047668457,139.97845458984375,-4.719605445861816,141.4945831298828
sweep_seed_104832471,423.96319580078125,711.6050415039062,287.641845703125,203.71051716804504,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 1, 0)",104832471,NE_convergence_experiment,False,-2.8942296504974365,141.06874084472656,-6.387882709503174,138.8318634033203,-2.422729253768921,142.13894653320312
sweep_seed_1049178888,423.96319580078125,709.6050415039062,285.641845703125,240.21816444396973,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 2, 0)",1049178888,NE_convergence_experiment,False,-26.981897354125977,139.76258850097656,-13.347892761230469,140.02098083496094,-0.15454266965389252,143.80821228027344
sweep_seed_1050302251,424.96319580078125,710.6050415039062,285.641845703125,224.06952786445618,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 2, 0)",1050302251,NE_convergence_experiment,False,-3.0582783222198486,141.16673278808594,-14.268577575683594,138.9131317138672,-2.314291477203369,142.2836456298828
sweep_seed_1057684339,617.7245483398438,710.6050415039062,92.8804931640625,178.82713508605957,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 1, 1)",1057684339,NE_convergence_experiment,False,-16.355010986328125,606.0155639648438,-8.305021286010742,464.9243469238281,-23.425601959228516,466.71942138671875
sweep_seed_1059857878,615.7245483398438,708.6050415039062,92.8804931640625,234.36382460594177,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 2, 2)",1059857878,NE_convergence_experiment,False,-22.747732162475586,590.8314208984375,-50.01163864135742,455.15142822265625,-31.852991104125977,454.291748046875
sweep_seed_1060357379,616.7245483398438,711.6050415039062,94.8804931640625,215.73006343841553,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 2, 1)",1060357379,NE_convergence_experiment,False,-33.8727912902832,608.0172729492188,7.287599146366119e-07,467.19427490234375,-7.8767409324646,467.9223327636719
sweep_seed_1062608473,422.96319580078125,710.6050415039062,287.641845703125,235.24110651016235,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 1, 0)",1062608473,NE_convergence_experiment,False,-9.478266716003418,139.587646484375,-11.201903343200684,137.81829833984375,-6.6206560134887695,141.21450805664062
sweep_seed_1062690619,424.96319580078125,710.6050415039062,285.641845703125,225.51045560836792,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 2)",1062690619,NE_convergence_experiment,False,-10.550032615661621,140.02853393554688,-10.573698043823242,140.98277282714844,-10.941075325012207,139.23788452148438
sweep_seed_1065858366,425.96319580078125,711.6050415039062,285.641845703125,232.42145562171936,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 0)",1065858366,NE_convergence_experiment,False,-2.6589293479919434,141.39181518554688,-6.397806644439697,141.800048828125,-11.696988105773926,139.5594482421875
sweep_seed_1066207224,616.7245483398438,709.6050415039062,92.8804931640625,192.136962890625,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 2, 2)",1066207224,NE_convergence_experiment,False,-0.605076253414154,611.2584228515625,-0.22331024706363678,470.0151062011719,-14.440909385681152,471.8958740234375
sweep_seed_1070512745,422.96319580078125,710.6050415039062,287.641845703125,232.1902334690094,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 0, 1)",1070512745,NE_convergence_experiment,False,-3.1687722206115723,139.9356689453125,-4.758971214294434,141.3131103515625,-2.765761375427246,139.9822235107422
sweep_seed_1070565993,422.96319580078125,710.6050415039062,287.641845703125,234.61982917785645,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 0, 1)",1070565993,NE_convergence_experiment,False,-9.83459758758545,140.59075927734375,-7.1837029457092285,142.53012084960938,-11.845419883728027,137.45489501953125
sweep_seed_1078349150,424.96319580078125,710.6050415039062,285.641845703125,197.00579166412354,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 2)",1078349150,NE_convergence_experiment,False,-4.383421897888184,140.9573211669922,-8.746662139892578,141.5510711669922,-15.206536293029785,138.24354553222656
sweep_seed_107846371,615.7245483398438,708.6050415039062,92.8804931640625,201.5548005104065,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 1, 1)",107846371,NE_convergence_experiment,False,2.199991464614868,587.7862548828125,-69.12870025634766,452.99652099609375,-50.940887451171875,450.10858154296875
sweep_seed_1079735860,422.96319580078125,710.6050415039062,287.641845703125,239.21998000144958,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 0, 1)",1079735860,NE_convergence_experiment,False,-12.023453712463379,138.98904418945312,-29.719112396240234,138.86569213867188,-9.986156463623047,138.99114990234375
sweep_seed_1081347744,423.96319580078125,711.6050415039062,287.641845703125,239.11576628684998,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 1, 0)",1081347744,NE_convergence_experiment,False,-11.905220985412598,140.32440185546875,-18.414306640625,137.78109741210938,-14.673511505126953,140.4888916015625
sweep_seed_1085218666,423.96319580078125,709.6050415039062,285.641845703125,242.31179189682007,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 2, 2)",1085218666,NE_convergence_experiment,False,-5.907496929168701,140.6748046875,-8.964435577392578,139.14559936523438,-7.234915256500244,139.90716552734375
sweep_seed_1086019873,423.96319580078125,709.6050415039062,285.641845703125,218.88774967193604,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 2, 0)",1086019873,NE_convergence_experiment,False,-21.147794723510742,136.97262573242188,-4.787736415863037,141.52102661132812,-15.23597526550293,139.80413818359375
sweep_seed_1086581108,615.7245483398438,710.6050415039062,94.8804931640625,222.2998275756836,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 2, 1)",1086581108,NE_convergence_experiment,False,-0.600726306438446,605.3403930664062,-1.30385160446167e-08,464.205322265625,-29.289966583251953,467.1845397949219
sweep_seed_1089390854,617.7245483398438,710.6050415039062,92.8804931640625,214.14120316505432,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 1, 1)",1089390854,NE_convergence_experiment,False,6.718328222632408e-07,610.5570068359375,-11.909865379333496,469.3459777832031,-7.36273717880249,470.0208435058594
sweep_seed_109501881,615.7245483398438,708.6050415039062,92.8804931640625,211.2823669910431,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(1, 1, 1)",109501881,NE_convergence_experiment,False,-2.4265573024749756,613.4231567382812,-0.4530619978904724,473.2417297363281,-1.7272312641143799,474.3033142089844
sweep_seed_1095430155,424.96319580078125,710.6050415039062,285.641845703125,231.84743356704712,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 2)",1095430155,NE_convergence_experiment,False,-9.74315071105957,140.31959533691406,-9.20822811126709,140.62786865234375,-2.6077539920806885,141.27476501464844
sweep_seed_1096214611,423.96319580078125,711.6050415039062,287.641845703125,202.69467115402222,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 0, 1)",1096214611,NE_convergence_experiment,False,-12.474980354309082,140.26821899414062,-1.0622926950454712,142.82760620117188,-6.185431957244873,139.28582763671875
sweep_seed_1096954346,617.7245483398438,710.6050415039062,92.8804931640625,213.9653172492981,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 2, 2)",1096954346,NE_convergence_experiment,False,-3.457535058259964e-07,610.1091918945312,-11.685215950012207,468.932861328125,-7.734334945678711,469.60113525390625
sweep_seed_1099691374,617.7245483398438,710.6050415039062,92.8804931640625,226.97052669525146,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(0, 2, 2)",1099691374,NE_convergence_experiment,False,6.069894880056381e-07,604.5317993164062,-6.084810256958008,464.0239562988281,-41.26789855957031,464.7344055175781
sweep_seed_110137733,423.96319580078125,711.6050415039062,287.641845703125,231.6548728942871,128,65,3,3,3,1,64,0.99,64,True,True,0.001,"(2, 1, 0)",110137733,NE_convergence_experiment,False,-8.327690124511719,141.07994079589844,-15.833500862121582,138.22705078125,-25.87222671508789,137.41685485839844
